Trade Name,Address,City,State,Zip,Occupation Code,Owner Name,Location 1
PICKWICK CLUB,115 ST CHARLES AVE,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"PICKWICK CLUB           MCCARTHY, CHAS E","115 ST CHARLES AVE
NEW ORLEANS, LA 70130
(29.952767883000035, -90.06942532699998)"
PIER 424 SEAFOOD MARKET RESTAURANT,424-426 BOURBON ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),426 BOURBON LLC,"424-426 BOURBON ST
NEW ORLEANS, LA 70130
(29.95648845900007, -90.06751590499994)"
PIGEON TOWN FOOD MART,8601 HICKORY ST,NEW ORLEANS,LA,70118,1106 - GROCERY (EXC CONVENIENCE) STORES,PIGEON TOWN FOOD MART LLC,"8601 HICKORY ST
NEW ORLEANS, LA 70118
(29.955093187000045, -90.12950299599999)"
PIRATES ALLEY CAFE,622 PIRATES ALY,NEW ORLEANS,LA,70116-3233,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAR DU THEATER INC,"622 PIRATES ALY
NEW ORLEANS, LA 70116-3233
(29.95801767900008, -90.06413750499996)"
PIZZA DELICIOUS,617 PIETY ST,NEW ORLEANS,LA,70117,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),2309 JEFF LLC,"617 PIETY ST
NEW ORLEANS, LA 70117
(29.962441288000036, -90.04293091099998)"
PIZZA DOMENICA,4933 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PIZZA DOMENICA LLC,"4933 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.92034843400006, -90.10890019699997)"
PJ'S COFFEE,1515 POYDRAS ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JSSC, LLC","1515 POYDRAS ST
NEW ORLEANS, LA 70112
(29.95196704700004, -90.07866086499996)"
PLEASE-U-RESTAURANT,1751 ST CHARLES AVE,NEW ORLEANS,LA,70130-5257,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TORAS, NIKOLAS","1751 ST CHARLES AVE
NEW ORLEANS, LA 70130-5257
(29.936657831000048, -90.07744520799997)"
PNT SUPERMARKET,3340 ST CLAUDE AVE,NEW ORLEANS,LA,70117,1106 - GROCERY (EXC CONVENIENCE) STORES,"THANG BINH, INC","3340 ST CLAUDE AVE
NEW ORLEANS, LA 70117
(29.966763498000034, -90.04065630699995)"
POEYFARRE MARKET,925 POEYFARRE ST,NEW ORLEANS,LA,70130,1101 - CONVENIENCE STORES,POEYFARRE MARKET LLC,"925 POEYFARRE ST
NEW ORLEANS, LA 70130
(29.941617251000025, -90.06849428299995)"
PONTCHARTRAIN LANDING,6001 FRANCE RD,NEW ORLEANS,LA,70126,2061 - RV PARKS & CAMPGROUNDS,"LAKE PONTCHARTRAIN PROPERTIES, LLC","6001 FRANCE RD
NEW ORLEANS, LA 70126
(30.02523391300008, -90.03555726899998)"
PONTCHARTRAIN PARK GOLF COURSE,6514 CONGRESS DR,NEW ORLEANS,LA,70126,2058 - GOLF COURSES & COUNTRY CLUBS,CITY OF NO,"6514 CONGRESS DR
NEW ORLEANS, LA 70126
(30.027295166000044, -90.03822153499999)"
POOR BOY'S,1328 ST BERNARD AVE,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),POOR BOYS' ENTERPRISES  LLC,"1328 ST BERNARD AVE
NEW ORLEANS, LA 70116
(29.96989540000004, -90.06394737899996)"
POPPY'S TIMEOUT SPORTS BAR & GRILL,1 POYDRAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LACRIOLLO INC,"1 POYDRAS ST
NEW ORLEANS, LA 70130
(29.948093973000027, -90.06331982599994)"
PORT OF CALL,838 ESPLANADE AVE,NEW ORLEANS,LA,70116-1941,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PORT OF CALL INC,"838 ESPLANADE AVE
NEW ORLEANS, LA 70116-1941
(29.964504199000032, -90.06170380399999)"
POWELL'S BUS STOP,8540 HICKORY ST,NEW ORLEANS,LA,70118-2144,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"POWELL, JASPER","8540 HICKORY ST
NEW ORLEANS, LA 70118-2144
(29.95460412500006, -90.12900197299996)"
PROJECT FOOD STORE #2,2238 MARTIN LUTHER KING JR BLVD,NEW ORLEANS,LA,70113-2318,1101 - CONVENIENCE STORES,PROJECT FOOD STORE      #2 INC,"2238 MARTIN LUTHER KING JR BLVD
NEW ORLEANS, LA 70113-2318
(29.942896284000028, -90.08252446599994)"
PRYTANIA HALL,3445 PRYTANIA ST,NEW ORLEANS,LA,70115,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),STEVE BOY LLC,"3445 PRYTANIA ST
NEW ORLEANS, LA 70115
(29.926446309000028, -90.09208955799994)"
PRYTANIA LIQUOR STORE INC,1300 ARABELLA ST,NEW ORLEANS,LA,70115-4205,"1110 - BEER, WINE & LIQUOR STORES",PRYTANIA LIQUOR STORE   INC,"1300 ARABELLA ST
NEW ORLEANS, LA 70115-4205
(29.92604877200006, -90.11676106399995)"
PURLOO,1504 ORETHA CASTLE HALEY BLVD,NEW ORLEANS,LA,70113,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PURLOO LLC,"1504 ORETHA CASTLE HALEY BLVD
NEW ORLEANS, LA 70113
(29.940932796000027, -90.07931651399997)"
PURVEYOR OF FINE WINE LTD,1040 MAGAZINE ST,NEW ORLEANS,LA,70130-3825,0144 - WINE/DISTILLED ALCOHOLIC BEV WHLSRS,PURVEYOR OF FINE WINES,"1040 MAGAZINE ST
NEW ORLEANS, LA 70130-3825
(29.941841946000068, -90.07022040099997)"
QUARTER GROCERY & DELI,836 BURGUNDY ST,NEW ORLEANS,LA,70116-3062,1101 - CONVENIENCE STORES,ROSEMARY & TRANG INC,"836 BURGUNDY ST
NEW ORLEANS, LA 70116-3062
(29.96136044800005, -90.06604798899997)"
QUICKIES DISCOUNT,1535 FRANKLIN AVE,NEW ORLEANS,LA,70117-7724,1101 - CONVENIENCE STORES,"AMEER, LLC","1535 FRANKLIN AVE
NEW ORLEANS, LA 70117-7724
(29.97385118300008, -90.04862087899994)"
QUICKY'S,2701 TULANE AVE,NEW ORLEANS,LA,70119-7339,1106 - GROCERY (EXC CONVENIENCE) STORES,JAFAR ABUKHALIL INC,"2701 TULANE AVE
NEW ORLEANS, LA 70119-7339
(29.961910256000067, -90.09079617899994)"
QUIK PIK FOOD MART/DOLLY'S    DELI INC,5151 CANAL BLVD,NEW ORLEANS,LA,70124-1709,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,QUIK PIK FOOD MART/DOLLYDELI INC,"5151 CANAL BLVD
NEW ORLEANS, LA 70124-1709
(29.984045980000076, -90.11029101099996)"
R & B PACKAGE LIQUOR,2701 FELICITY ST,NEW ORLEANS,LA,70113-2931,"1110 - BEER, WINE & LIQUOR STORES","SMITH, REGINALD","2701 FELICITY ST
NEW ORLEANS, LA 70113-2931
(29.945011874000045, -90.08733063399995)"
R BAR,1431 ROYAL ST,NEW ORLEANS,LA,70116-2048,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),ROYAL STREET INN & BAR  LLC,"1431 ROYAL ST
NEW ORLEANS, LA 70116-2048
(29.96401991500005, -90.05938319099994)"
RAINBOW GROCERY,4837 MAGAZINE ST,NEW ORLEANS,LA,70115,1106 - GROCERY (EXC CONVENIENCE) STORES,RAINBOW MAGAZINE LLC,"4837 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.920387611000024, -90.10705308899998)"
Ralph Brennan's Courtyard Cafe,1 COLLINS DIBOLL CIR,NEW ORLEANS,LA,70124,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Chartres 310 Inc.,"1 COLLINS DIBOLL CIR
NEW ORLEANS, LA 70124
(29.98646982100007, -90.09285236799997)"
RALPH'S ON THE PARK,900 CITY PARK AVE,NEW ORLEANS,LA,70119-3613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),900 CITY PARK AVENUE LLC,"900 CITY PARK AVE
NEW ORLEANS, LA 70119-3613
(29.983532655000033, -90.09798347899994)"
RARE FORM ,437 ESPLANADE AVE,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FUEGO NOLA LLC,"437 ESPLANADE AVE
NEW ORLEANS, LA 70116
(29.961851688000024, -90.05752821499999)"
RAWHIDE LOUNGE,740 BURGUNDY ST,NEW ORLEANS,LA,70116-3057,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"N O EXPLORATION CO      WOOD, THOMAS","740 BURGUNDY ST
NEW ORLEANS, LA 70116-3057
(29.96058035300007, -90.06673935799995)"
READ SEAFOOD,7340 READ BLVD,NEW ORLEANS,LA,70127,1101 - CONVENIENCE STORES,TBN SEAFOOD CORPORATION,"7340 READ BLVD
NEW ORLEANS, LA 70127
(30.042391864000024, -89.97985457999994)"
Read Shell,7358 Read Blvd,NEW ORLEANS,LA,70128,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"Nkhan, Inc.","7358 Read Blvd
NEW ORLEANS, LA 70128
(30.042530078000027, -89.97990819799998)"
READ SUPERMARKET,7045 READ BLVD,NEW ORLEANS,LA,70127,1101 - CONVENIENCE STORES,LINA GROCERY INC,"7045 READ BLVD
NEW ORLEANS, LA 70127
(30.039448282000023, -89.97771636899995)"
REBELLION BAR & URBAN KITCHEN,743 CAMP ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HTV,LLC","743 CAMP ST
NEW ORLEANS, LA 70130
(29.94608925700004, -90.07034023799997)"
"RED GRAVY, LLC",125 CAMP ST,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RED GRAVY, LLC","125 CAMP ST
NEW ORLEANS, LA 70118
(29.952262312000073, -90.06843783099998)"
REDD'S UPTILLY TAVERN,7601 MAPLE ST,NEW ORLEANS,LA,70118,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MAPLE STREET ENTERTAINMENT LLC,"7601 MAPLE ST
NEW ORLEANS, LA 70118
(29.941322267000032, -90.12879203799997)"
REDEMPTION RESTAURANT,3835 IBERVILLE ST,NEW ORLEANS,LA,70124,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REDEMPTION RESTAURANT LLC,"3835 IBERVILLE ST
NEW ORLEANS, LA 70124
(29.973681240000076, -90.09709306899998)"
REDFISH GRILL,115 BOURBON ST,NEW ORLEANS,LA,70130-2301,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),115 BOURBON ST LLC,"115 BOURBON ST
NEW ORLEANS, LA 70130-2301
(29.95426008800007, -90.06958318899996)"
REGINELLI'S PIZZERIA,3244 Magazine St,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW GARDEN DIST CAFE INC,"3244 Magazine St
NEW ORLEANS, LA 70115
(29.92353766100007, -90.08737390899995)"
REGINELLI'S PIZZERIA,5961 MAGAZINE ST,NEW ORLEANS,LA,70115-5839,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN CAFE LLC,"5961 MAGAZINE ST
NEW ORLEANS, LA 70115-5839
(29.922117186000037, -90.12131257699997)"
REGINELLI'S PIZZERIA,874 Harrison Ave,NEW ORLEANS,LA,70122,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW CAFE, INC","874 Harrison Ave
NEW ORLEANS, LA 70122
(30.004233982000073, -90.10416051699997)"
REGINELLI'S PIZZERIA,930 POYDRAS ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"POYDRAS STREET CAFE, LLC","930 POYDRAS ST
NEW ORLEANS, LA 70112
(29.950163726000028, -90.07375675399999)"
REGLA STORE,4200 DHEMECOURT ST,NEW ORLEANS,LA,70119,1101 - CONVENIENCE STORES,"REGLA STORE, LLC","4200 DHEMECOURT ST
NEW ORLEANS, LA 70119
(29.971426782000037, -90.10630641099999)"
REINA'S  BAR & GRILL,4037 TULANE AVE,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),REINA'S H QUANT LLC,"4037 TULANE AVE
NEW ORLEANS, LA 70119
(29.96848658300007, -90.10520738399998)"
REMOULADE INC,309 BOURBON ST,New Orleans,LA,70130-2212,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"REMOULADE, INC","309 BOURBON ST
New Orleans, LA 70130-2212
(29.955619780000063, -90.06837214099994)"
RENAISSANCE ARTS HOTEL,700 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RENAISSANCE HOTEL COMPAN,"700 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.94592909000005, -90.06738924499996)"
RENAISSANCE PERE MARQUETTE,817 COMMON ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RENAISSANCE HOTEL MGT CO,"817 COMMON ST
NEW ORLEANS, LA 70112
(29.952976446000037, -90.07134848499999)"
RENDEZVOUS,3101 MAGAZINE ST,NEW ORLEANS,LA,70115-2304,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"A & S VENTURES, INC.","3101 MAGAZINE ST
NEW ORLEANS, LA 70115-2304
(29.924475907000044, -90.08560451599999)"
RESERVE 81,8118 OAK ST,NEW ORLEANS,LA,70118,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),KWSH LLC,"8118 OAK ST
NEW ORLEANS, LA 70118
(29.94769784300007, -90.13023930399999)"
Residence Inn by Marriott-[REST],345 St Joseph St,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"Residence Inn by Marriott, LLC.","345 St Joseph St
NEW ORLEANS, LA 70130
(29.94356806500008, -90.06846432399999)"
RESTAURANT AUGUST,301 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130-2408,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BESH RESTAURANT GROUP LLC,"301 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130-2408
(29.949920594000048, -90.06664026199996)"
RICK'S CABARET,315 BOURBON ST,NEW ORLEANS,LA,70130-2212,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),RCI ENTERTAINMENT LA INC,"315 BOURBON ST
NEW ORLEANS, LA 70130-2212
(29.95580990700006, -90.06820275599995)"
RICK'S SPORTING SALOON,522 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),RS 522 ENTERTAINMENT LLC,"522 BOURBON ST
NEW ORLEANS, LA 70130
(29.957410426000024, -90.06668865699999)"
RITE AID # 7271,760 HARRISON AVE,NEW ORLEANS,LA,70124-3156,1120 - PHARMACIES & DRUG STORES,K & B LOUISIANA CORP,"760 HARRISON AVE
NEW ORLEANS, LA 70124-3156
(30.004453483000077, -90.10652303999996)"
RITE AID #7255,3401 ST CHARLES AVE,NEW ORLEANS,LA,70115-4535,1120 - PHARMACIES & DRUG STORES,K & B LOUISIANA CORP.,"3401 ST CHARLES AVE
NEW ORLEANS, LA 70115-4535
(29.928266914000062, -90.09170930499994)"
RITE AID #7260,7133 ST CHARLES AVE,NEW ORLEANS,LA,70118-3541,1120 - PHARMACIES & DRUG STORES,K & B LOUISIANA CORP.,"7133 ST CHARLES AVE
NEW ORLEANS, LA 70118-3541
(29.93715446400006, -90.12649438799997)"
RITE AID #7262,2669 CANAL ST,NEW ORLEANS,LA,70119-6409,1120 - PHARMACIES & DRUG STORES,K & B LOUISIANA CORP.,"2669 CANAL ST
NEW ORLEANS, LA 70119-6409
(29.965534013000024, -90.08708519799995)"
RITE AID #7266,3100 GENTILLY BLVD,NEW ORLEANS,LA,70122-3854,1120 - PHARMACIES & DRUG STORES,K & B LOUISIANA CORP.   K & B LOUISIANA CORP,"3100 GENTILLY BLVD
NEW ORLEANS, LA 70122-3854
(29.99863100300007, -90.06014830599997)"
RITE AID #7276,5661 BULLARD AVE,NEW ORLEANS,LA,70128-3447,1120 - PHARMACIES & DRUG STORES,"K & B LOUISIANA, CORP","5661 BULLARD AVE
NEW ORLEANS, LA 70128-3447
(30.03849995400003, -89.95458776899994)"
RITE AID #7277,4350 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70131-8643,1120 - PHARMACIES & DRUG STORES,K & B LOUISIANA CORP.,"4350 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70131-8643
(29.919270354000048, -90.01129700199994)"
RITEWAY SOUL FOOD,3044 GENTILLY BLVD,NEW ORLEANS,LA,70122-3808,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"KHANMEN, INC","3044 GENTILLY BLVD
NEW ORLEANS, LA 70122-3808
(29.99787783200003, -90.06078098399996)"
RIVER FINE FOODS STORE,1403 PATTERSON ST,NEW ORLEANS,LA,70114,1101 - CONVENIENCE STORES,A. B. & R. FINE FOODS LL,"1403 PATTERSON ST
NEW ORLEANS, LA 70114
(29.95412411800004, -90.04134652299996)"
RIVERS EDGE,801 DECATUR ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE SMITH ORGANIZATION LLC,"801 DECATUR ST
NEW ORLEANS, LA 70116
(29.957631932000027, -90.06201940099999)"
RIVERVIEW ROOM,600 DECATUR ST,NEW ORLEANS,LA,70130-1030,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVERVIEW ROOM INC,"600 DECATUR ST
NEW ORLEANS, LA 70130-1030
(29.95613024100004, -90.06328827399994)"
ROBERT FRESH MARKET(ROBT E LEE),135 ROBERT E LEE BLVD,NEW ORLEANS,LA,70124-2534,1106 - GROCERY (EXC CONVENIENCE) STORES,M ROBERT ENTERPRISES INC,"135 ROBERT E LEE BLVD
NEW ORLEANS, LA 70124-2534
(30.020248924000043, -90.11304211999999)"
ROBERTS BAR & LIQUOR STORE,3125 CALHOUN ST,NEW ORLEANS,LA,70125-4201,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),ROBERTS BAR INC,"3125 CALHOUN ST
NEW ORLEANS, LA 70125-4201
(29.946946555000068, -90.11336413699996)"
ROBERTSON'S VIEUX,1523 BASIN ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),ROBERTSON'S VIEUX,"1523 BASIN ST
NEW ORLEANS, LA 70116
(29.963369528000044, -90.07159088399999)"
ROCK N SAKE,823 FULTON ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCK-N-SAKE OF NEW ORLEANS, L.L.C.","823 FULTON ST
NEW ORLEANS, LA 70130
(29.94403524200004, -90.06529677499998)"
ROOT,200 JULIA ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REBEL RESTAURANT GROUP LLC,"200 JULIA ST
NEW ORLEANS, LA 70130
(29.94429185100006, -90.06479714099999)"
ROSYS JAZZ HALL,500 VALENCE ST,NEW ORLEANS,LA,70115,2065 - CATERERS,ROSYS JAZZ HALL LLC,"500 VALENCE ST
NEW ORLEANS, LA 70115
(29.91706788700003, -90.10467247499997)"
Rouse's Market #46(CBD),701 BARONNE ST,NEW ORLEANS,LA,70113,1106 - GROCERY (EXC CONVENIENCE) STORES,"Rouse's Enterprises, LLC.","701 BARONNE ST
NEW ORLEANS, LA 70113
(29.947249605000025, -90.07396070799996)"
Rouses Market #26,4500 Tchoupitoulas st,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"Rouse's Enterprises, LLC","4500 Tchoupitoulas st
NEW ORLEANS, LA 70115
(29.917003360000024, -90.10240824099998)"
ROUSES MARKET #26(UPTOWN),4500 TCHOUPITOULAS ST,NEW ORLEANS,LA,70115,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC","4500 TCHOUPITOULAS ST
NEW ORLEANS, LA 70115
(29.917003360000024, -90.10240824099998)"
ROUSES MARKET #30,701 ROYAL ST,NEW ORLEANS,LA,70116,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC","701 ROYAL ST
NEW ORLEANS, LA 70116
(29.958109861000025, -90.06469290499996)"
ROUSES MARKET #35(GENTILLY),6600 FRANKLIN AVE,NEW ORLEANS,LA,70122,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC","6600 FRANKLIN AVE
NEW ORLEANS, LA 70122
(30.027008248000072, -90.05235196699994)"
ROUSES MARKET #36(DE GAULLE),4001 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70114,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC","4001 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70114
(29.920758462000038, -90.01447066699996)"
ROYAL HOUSE RESTAURANT,441 ROYAL ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),441 ROYAL LLC,"441 ROYAL ST
NEW ORLEANS, LA 70130
(29.95601156500004, -90.06656229199996)"
Royal Sonesta Hotel,300 BOURBON ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Sonesta International Hotels Corporation,"300 BOURBON ST
NEW ORLEANS, LA 70130
(29.95606110400007, -90.06789855299996)"
RUSSELL'S MARINA GRILL,8555 PONTCHARTRAIN BLVD,NEW ORLEANS,LA,70124-2451,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PAVLOS INC,"8555 PONTCHARTRAIN BLVD
NEW ORLEANS, LA 70124-2451
(30.021498036000025, -90.11439888599995)"
RUSTY'S POBOY SEAFOOD,4122 WASHINGTON AVE,NEW ORLEANS,LA,70125,1101 - CONVENIENCE STORES,RUSTYS POBOY SEAFOOD INC,"4122 WASHINGTON AVE
NEW ORLEANS, LA 70125
(29.951767903000075, -90.10127811499996)"
RUTH'S CHRIS STEAK HOUSE,228 POYDRAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RCSH OPERATIONS, LLC","228 POYDRAS ST
NEW ORLEANS, LA 70130
(29.948354942000037, -90.06556626999998)"
RYAN'S IRISH PUB INC,241 DECATUR ST,NEW ORLEANS,LA,70130-1015,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),RYAN'S IRISH PUB INC,"241 DECATUR ST
NEW ORLEANS, LA 70130-1015
(29.95355950000004, -90.06575300499998)"
S & G'S BAR & GRILL,2565 BAYOU RD,NEW ORLEANS,LA,70119,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"S & G'S BAR & GRILL,LLC","2565 BAYOU RD
NEW ORLEANS, LA 70119
(29.97688404200005, -90.07670393799998)"
S & S CLUB 2600 MLK,2600 MARTIN LUTHER KING JR BLVD,NEW ORLEANS,LA,70113,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"2600 MLK, LLC","2600 MARTIN LUTHER KING JR BLVD
NEW ORLEANS, LA 70113
(29.944485281000027, -90.08533488199998)"
SAC-A-LAIT,1051 ANNUNCIATION ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SAC-A-LAIT,LLC","1051 ANNUNCIATION ST
NEW ORLEANS, LA 70130
(29.941171005000058, -90.06786442999999)"
Saints and Sinners,627 BOURBON ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Saints and Sinners LLC,"627 BOURBON ST
NEW ORLEANS, LA 70116
(29.95809282400006, -90.06616718499998)"
SAKE CAFE II,2830 MAGAZINE ST,NEW ORLEANS,LA,70115-2229,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),YEUNGZ HENG LLC,"2830 MAGAZINE ST
NEW ORLEANS, LA 70115-2229
(29.925916259000076, -90.08295657199994)"
SALON BY SUCRE',622 CONTI ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SUCRE' LLC ,"622 CONTI ST
NEW ORLEANS, LA 70130
(29.95543656700005, -90.06652618599998)"
SALU',3226 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),3226 MAGAZINE LLC,"3226 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.92365548300006, -90.08709902499999)"
SAM'S FOOD & LIQUOR,8201 CHEF MENTEUR HWY,NEW ORLEANS,LA,70126,1106 - GROCERY (EXC CONVENIENCE) STORES,HALLA GROUP LLC.,"8201 CHEF MENTEUR HWY
NEW ORLEANS, LA 70126
(30.013867626000035, -89.99083509799999)"
SAMMY'S FOOD SERVICE,3000 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70122-3627,1103 - MEAT MARKETS,"SCHLOEGEL, SAMUEL A","3000 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70122-3627
(29.988938009000037, -90.05862268499999)"
SANTA FE RESTAURANT,3201 ESPLANADE AVE,NEW ORLEANS,LA,70119,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SANTA FE NOLA, LLC","3201 ESPLANADE AVE
NEW ORLEANS, LA 70119
(29.980784463000077, -90.08510442499994)"
SARITA'S GRILL,4520 FRERET ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BARON RESTAURANT GROUP LLC,"4520 FRERET ST
NEW ORLEANS, LA 70115
(29.935082661000024, -90.10482803299999)"
SATURN BAR,3067 ST CLAUDE AVE,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"SATURN BAR OF  N.O., LLC","3067 ST CLAUDE AVE
NEW ORLEANS, LA 70117
(29.967807465000078, -90.04428368999999)"
SCHIRO'S SUPER FOOD STORE INC,2483 ROYAL ST,NEW ORLEANS,LA,70117-7845,1106 - GROCERY (EXC CONVENIENCE) STORES,SCHIRO'S SUPER FOOD STORINC,"2483 ROYAL ST
NEW ORLEANS, LA 70117-7845
(29.964887583000063, -90.05194175499997)"
SCORES,416 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),SILVER BOURBON INC,"416 BOURBON ST
NEW ORLEANS, LA 70130
(29.956561194000074, -90.06744801099995)"
SEABROOK HARBOR,5801 FRANCE RD,NEW ORLEANS,LA,70126-2520,1174 - BOAT DEALERS/MARINE SUPPLIES,"SEABROOK HARBOR, LLC","5801 FRANCE RD
NEW ORLEANS, LA 70126-2520
(30.023151617000053, -90.03475407099995)"
SEAL'S CLASS ACT,2169 AUBRY ST,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"SEALS CLASS ACT, LLC","2169 AUBRY ST
NEW ORLEANS, LA 70119
(29.97862393400004, -90.06871436899996)"
SECOND VINE WINE,1027 TOURO ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),SECOND VINE WINE LLC,"1027 TOURO ST
NEW ORLEANS, LA 70116
(29.968024094000043, -90.05921956699996)"
SECOND VINE WINE,1027 TOURO ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),SECOND VINE WINE LLC,"1027 TOURO ST
NEW ORLEANS, LA 70116
(29.968024094000043, -90.05921956699996)"
